displayName,salary,teamAbbreviation
Tyreek Hill,8700,MIA
Josh Allen,8400,BUF
Alvin Kamara,8300,NO
Tua Tagovailoa,7500,MIA
Austin Ekeler,7500,LAC
Jaylen Waddle,7300,MIA
Kyler Murray,7000,ARI
C.J. Stroud,6900,HOU
Nico Collins,6800,HOU
James Cook,6400,BUF
Stefon Diggs,6100,BUF
Justin Herbert,6000,LAC
Keenan Allen,5800,LAC
James Conner,5600,ARI
Robert Woods,5600,HOU
Derek Carr,5300,NO
Chris Olave,5100,NO
Jameis Winston,5000,NO
Mike White,5000,MIA
Davis Mills,5000,HOU
Clayton Tune,5000,ARI
Kyle Allen,5000,BUF
Easton Stick,5000,LAC
Skylar Thompson,5000,MIA
Case Keenum,5000,HOU
Jake Haener,5000,NO
Rashid Shaheed,4800,NO
Gabe Davis,4600,BUF
Gerald Everett,4600,LAC
Dameon Pierce,4500,HOU
Mike Williams,4500,LAC
Dalton Schultz,4500,HOU
Michael Thomas,4400,NO
Dalton Kincaid,4400,BUF
Trey McBride,4300,ARI
De'Von Achane,4200,MIA
Hollywood Brown,4200,ARI
Durham Smythe,4000,MIA
Raheem Mostert,3800,MIA
Rondale Moore,3800,ARI
Devin Singletary,3700,HOU
Noah Brown,3700,HOU
Quentin Johnston,3500,LAC
Juwan Johnson,3500,NO
Khalil Shakir,3300,BUF
Braxton Berrios,3200,MIA
Chargers,3200,LAC
Michael Wilson,3100,ARI
Dolphins,3100,MIA
Michael Carter,3000,ARI
Jamaal Williams,3000,NO
Latavius Murray,3000,BUF
Joshua Kelley,3000,LAC
Jeff Wilson Jr.,3000,MIA
Isaiah Spiller,3000,LAC
Ty Johnson,3000,BUF
Kendre Miller,3000,NO
Mike Boone,3000,HOU
Emari Demercado,3000,ARI
Alec Ingold,3000,MIA
Reggie Gilliam,3000,BUF
Marlon Mack,3000,ARI
Andrew Beck,3000,HOU
Eno Benjamin,3000,NO
Elijah Dotson,3000,LAC
Damien Harris,3000,BUF
Salvon Ahmed,3000,MIA
Dare Ogunbowale,3000,HOU
Keaontay Ingram,3000,ARI
Nyheim Hines,3000,BUF
Chris Brooks,3000,MIA
Troy Hairston,3000,HOU
Deonte Harty,3000,BUF
Greg Dortch,3000,ARI
Cedrick Wilson Jr.,3000,MIA
Trent Sherfield Sr.,3000,BUF
Tank Dell,3000,HOU
Chase Claypool,3000,MIA
Zach Pascal,3000,ARI
Jalen Guyton,3000,LAC
A.T. Perry,3000,NO
John Metchie III,3000,HOU
River Cracraft,3000,MIA
Derius Davis,3000,LAC
Lynn Bowden Jr.,3000,NO
Simi Fehoko,3000,LAC
Xavier Hutchinson,3000,HOU
Justin Shorter,3000,BUF
Keith Kirkwood,3000,NO
Joshua Palmer,3000,LAC
Erik Ezukanma,3000,MIA
Saints,3000,NO
Cardinals,2900,ARI
Texans,2800,HOU
Bills,2700,BUF
Dawson Knox,2500,BUF
Nick Vannett,2500,LAC
Brevin Jordan,2500,HOU
Zach Ertz,2500,ARI
Taysom Hill,2500,NO
Tyler Kroft,2500,MIA
Donald Parham Jr.,2500,LAC
Foster Moreau,2500,NO
Eric Saubert,2500,HOU
Geoff Swaim,2500,ARI
Julian Hill,2500,MIA
Quintin Morris,2500,BUF
Jimmy Graham,2500,NO
Elijah Higgins,2500,ARI
Teagan Quitoriano,2500,HOU
Zach Davidson,2500,BUF
Stone Smartt,2500,LAC
Blake Whiteheart,2500,ARI
Zach Wood,2500,NO
