displayName,salary,teamAbbreviation
Jalen Hurts,7900,PHI
Jonathan Taylor,7700,IND
Dak Prescott,7500,DAL
Tony Pollard,7500,DAL
Davante Adams,7000,LV
Sam Howell,6900,WAS
Terry McLaurin,6900,WAS
Rachaad White,6800,TB
CeeDee Lamb,6800,DAL
Baker Mayfield,6500,TB
A.J. Brown,6500,PHI
Anthony Richardson,6400,IND
D'Andre Swift,6300,PHI
Mike Evans,6300,TB
Curtis Samuel,6200,WAS
Josh Jacobs,5800,LV
Jimmy Garoppolo,5700,LV
Brandin Cooks,5400,DAL
Jacoby Brissett,5000,WAS
Marcus Mariota,5000,PHI
Gardner Minshew II,5000,IND
Cooper Rush,5000,DAL
Aidan O'Connell,5000,LV
Kyle Trask,5000,TB
Trey Lance,5000,DAL
Brian Hoyer,5000,LV
John Wolford,5000,TB
Tanner McKee,5000,PHI
Sam Ehlinger,5000,IND
Chris Godwin,5000,TB
Michael Gallup,4800,DAL
Jakobi Meyers,4700,LV
Dallas Goedert,4500,PHI
Brian Robinson Jr.,4400,WAS
Trey Palmer,4400,TB
Logan Thomas,4400,WAS
DeVonta Smith,4300,PHI
Jake Ferguson,4300,DAL
Michael Mayer,4100,LV
Alec Pierce,4000,IND
Michael Pittman Jr.,3900,IND
Cade Otton,3800,TB
Jahan Dotson,3700,WAS
Mo Alie-Cox,3700,IND
Quez Watkins,3500,PHI
Hunter Renfrow,3400,LV
Antonio Gibson,3200,WAS
Cowboys,3200,DAL
Josh Downs,3100,IND
Raiders,3100,LV
Hunter Luepke,3000,DAL
Alex Armah,3000,WAS
Rashaad Penny,3000,PHI
Kenneth Gainwell,3000,PHI
Chase Edmonds,3000,TB
Zack Moss,3000,IND
Deuce Vaughn,3000,DAL
Zamir White,3000,LV
Ameer Abdullah,3000,LV
Rico Dowdle,3000,DAL
Trey Sermon,3000,IND
Chris Rodriguez Jr.,3000,WAS
Ke'Shawn Vaughn,3000,TB
Boston Scott,3000,PHI
Jakob Johnson,3000,LV
Evan Hull,3000,IND
Sean Tucker,3000,TB
Brandon Bolden,3000,LV
Jonathan Williams,3000,WAS
Austin Walter,3000,LV
Brittain Brown,3000,LV
Julio Jones,3000,PHI
DeAndre Carter,3000,LV
Isaiah McKenzie,3000,IND
Jalen Tolbert,3000,DAL
Dyami Brown,3000,WAS
Tre Tucker,3000,LV
Deven Thompkins,3000,TB
Jamison Crowder,3000,WAS
Olamide Zaccheaus,3000,PHI
KaVontae Turpin,3000,DAL
Juwann Winfree,3000,IND
Rakim Jarrett,3000,TB
Russell Gage,3000,TB
Byron Pringle,3000,WAS
Ashton Dulin,3000,IND
Jalen Brooks,3000,DAL
Britain Covey,3000,PHI
Dax Milne,3000,WAS
Mitchell Tinsley,3000,WAS
Buccaneers,3000,TB
Colts,2900,IND
Commanders,2800,WAS
Eagles,2700,PHI
Grant Calcaterra,2500,PHI
Jack Stoll,2500,PHI
Ko Kieft,2500,TB
Jelani Woods,2500,IND
Luke Schoonmaker,2500,DAL
John Bates,2500,WAS
Drew Ogletree,2500,IND
Austin Hooper,2500,LV
Kylen Granson,2500,IND
Sean McKeon,2500,DAL
Cole Turner,2500,WAS
Payne Durham,2500,TB
Jesper Horsted,2500,LV
Albert Okwuegbunam Jr.,2500,PHI
Peyton Hendershot,2500,DAL
Curtis Hodges,2500,WAS
David Wells,2500,TB
Will Mallory,2500,IND
Armani Rogers,2500,WAS
Brandon Dillon,2500,WAS
