displayName,salary,teamAbbreviation
Derrick Henry,8000,TEN
Joe Burrow,7200,CIN
Ja'Marr Chase,7200,CIN
Breece Hall,7100,NYJ
Diontae Johnson,7100,PIT
Christian McCaffrey,7000,SF
Joe Mixon,6800,CIN
Deebo Samuel Sr.,6500,SF
Aaron Rodgers,6400,NYJ
Tee Higgins,6100,CIN
Kenny Pickett,6000,PIT
Garrett Wilson,6000,NYJ
Brock Purdy,5900,SF
Amon-Ra St. Brown,5900,DET
Jared Goff,5800,DET
DeAndre Hopkins,5800,TEN
Brandon Aiyuk,5700,SF
Will Levis,5500,TEN
Allen Lazard,5500,NYJ
Josh Reynolds,5100,DET
Ryan Tannehill,5000,TEN
Sam Darnold,5000,SF
Teddy Bridgewater,5000,DET
Zach Wilson,5000,NYJ
Mitchell Trubisky,5000,PIT
Jake Browning,5000,CIN
Hendon Hooker,5000,DET
Malik Willis,5000,TEN
Mason Rudolph,5000,PIT
Tim Boyle,5000,NYJ
Brandon Allen,5000,SF
Nate Sudfeld,5000,DET
Sam LaPorta,5000,DET
George Pickens,4900,PIT
Donovan Peoples-Jones,4600,DET
Najee Harris,4500,PIT
Treylon Burks,4500,TEN
Irv Smith Jr.,4300,CIN
Jahmyr Gibbs,4200,DET
Pat Freiermuth,4200,PIT
Tyler Boyd,4100,CIN
Tyler Conklin,4000,NYJ
Chig Okonkwo,3900,TEN
Jaylen Warren,3800,PIT
George Kittle,3800,SF
Allen Robinson II,3600,PIT
Randall Cobb,3500,NYJ
Jauan Jennings,3300,SF
David Montgomery,3200,DET
Jets,3200,NYJ
Kyle Philips,3100,TEN
Steelers,3100,PIT
Elijah Mitchell,3000,SF
Tyjae Spears,3000,TEN
Trayveon Williams,3000,CIN
Dalvin Cook,3000,NYJ
Israel Abanikanda,3000,NYJ
Jordan Mason,3000,SF
Chris Evans,3000,CIN
Craig Reynolds,3000,DET
Anthony McFarland Jr.,3000,PIT
Jonathan Ward,3000,TEN
Zonovan Knight,3000,DET
Hassan Haskins,3000,TEN
Chase Brown,3000,CIN
Nick Bawden,3000,NYJ
Godwin Igwebuike,3000,PIT
Kyle Juszczyk,3000,SF
Tyrion Davis-Price,3000,SF
Julius Chestnut,3000,TEN
Jason Cabinda,3000,DET
Jameson Williams,3000,DET
Chris Moore,3000,TEN
Ray-Ray McCloud III,3000,SF
Trenton Irwin,3000,CIN
Calvin Austin III,3000,PIT
Xavier Gipson,3000,NYJ
Kalif Raymond,3000,DET
Miles Boykin,3000,PIT
Charlie Jones,3000,CIN
Nick Westbrook-Ikhine,3000,TEN
Ronnie Bell,3000,SF
Jason Brownlee,3000,NYJ
Danny Gray,3000,SF
Andrei Iosivas,3000,CIN
Antoine Green,3000,DET
Colton Dowell,3000,TEN
Irvin Charles,3000,NYJ
Kearis Jackson,3000,TEN
49ers,3000,SF
Lions,2900,DET
Bengals,2800,CIN
Titans,2700,TEN
Darnell Washington,2500,PIT
Trevon Wesco,2500,TEN
Josh Whyle,2500,TEN
Charlie Woerner,2500,SF
C.J. Uzomah,2500,NYJ
Drew Sample,2500,CIN
Brock Wright,2500,DET
Jeremy Ruckert,2500,NYJ
Tanner Hudson,2500,CIN
James Mitchell,2500,DET
Ross Dwelley,2500,SF
Connor Heyward,2500,PIT
Shane Zylstra,2500,DET
Cameron Latu,2500,SF
Kenny Yeboah,2500,NYJ
Rodney Williams,2500,PIT
Mitchell Wilcox,2500,CIN
Kevin Rader,2500,TEN
Brayden Willis,2500,SF
Cal Adomitis,2500,CIN
